Id,algebra,programming,data science,robotics,economics,finance,job,salary
3928,61,55,99,96,52,55,logistics manager,590000
3929,50,98,51,50,94,79,developer,390000
3930,55,68,94,60,97,90,data scientist,800000
3931,99,76,68,95,94,99,junior developer,160000
3932,84,84,85,95,63,96,junior developer,180000
3933,70,79,66,98,71,68,economist,380000
3934,63,91,76,62,55,55,economist,360000
3935,90,85,72,50,93,82,economist,510000
3936,75,68,89,58,86,56,junior developer,150000
3937,57,62,96,64,92,62,robotics engineer,730000
3938,95,91,91,96,69,92,data scientist,1010000
3939,65,97,80,69,51,83,logistics manager,470000
3940,94,67,67,95,64,86,finance director,1060000
3941,83,65,92,72,85,81,finance director,1190000
3942,53,65,89,84,61,57,developer,230000
3943,91,87,86,58,79,81,developer,350000
3944,79,70,86,50,97,71,developer,350000
3945,88,80,63,69,59,76,developer,380000
3946,86,89,82,84,56,75,developer,380000
3947,51,58,77,57,79,56,developer,220000
3948,51,51,80,65,85,87,finance director,1140000
3949,67,54,85,72,51,74,data scientist,630000
3950,68,98,69,78,82,79,senior developer,580000
3951,63,61,52,51,79,66,data scientist,610000
3952,79,81,68,56,99,61,senior developer,500000
3953,57,68,92,80,86,63,junior developer,140000
3954,50,95,72,98,77,93,junior developer,170000
3955,90,82,71,90,71,89,data scientist,900000
3956,69,54,66,83,74,79,robotics engineer,790000
3957,73,72,70,59,84,86,logistics manager,460000
3958,81,93,83,76,87,96,senior developer,550000
3959,94,89,71,82,52,73,senior developer,570000
3960,54,62,50,65,96,83,economist,330000
3961,62,81,69,77,62,97,data scientist,790000
3962,86,65,53,89,61,54,robotics engineer,940000
3963,58,62,79,59,71,73,finance director,1230000
3964,62,52,62,62,70,82,robotics engineer,640000
3965,80,80,81,99,61,70,data scientist,830000
3966,55,78,92,99,52,57,economist,320000
3967,58,65,67,97,95,74,logistics manager,530000
3968,85,51,88,57,78,79,senior developer,460000
3969,83,98,50,98,77,82,junior developer,210000
3970,60,61,99,96,63,82,developer,230000
3971,60,86,92,66,57,59,logistics manager,590000
3972,71,62,69,75,97,55,developer,300000
3973,80,65,82,89,56,98,logistics manager,510000
3974,78,62,53,79,58,78,logistics manager,490000
3975,50,94,90,88,71,62,developer,310000
3976,64,56,90,80,71,67,senior developer,440000
3977,51,94,53,93,74,55,senior developer,540000
3978,97,56,65,73,51,88,developer,330000
3979,84,87,56,88,84,87,junior developer,200000
3980,85,75,56,67,78,92,logistics manager,520000
3981,69,65,69,94,78,63,data scientist,790000
3982,59,74,57,64,92,62,logistics manager,520000
3983,53,53,57,99,69,57,robotics engineer,1000000
3984,55,59,93,98,77,79,robotics engineer,1060000
3985,91,84,63,62,95,67,senior developer,640000
3986,93,75,92,72,78,95,junior developer,180000
3987,61,81,68,81,95,64,robotics engineer,980000
3988,90,58,87,56,76,79,developer,300000
3989,67,54,62,53,77,88,junior developer,110000
3990,56,52,79,89,61,74,finance director,920000
3991,96,80,62,63,98,98,developer,310000
3992,90,55,53,91,75,50,data scientist,710000
3993,75,85,57,89,74,64,developer,370000
3994,57,56,60,93,59,74,data scientist,630000
3995,64,50,71,50,83,87,finance director,1190000
3996,96,73,52,54,61,81,junior developer,160000
3997,52,82,93,79,65,75,economist,330000
3998,73,99,79,77,63,70,finance director,1280000
3999,80,63,98,79,63,55,senior developer,470000
4000,91,59,70,71,78,68,economist,420000
4001,80,72,87,70,52,93,robotics engineer,970000
4002,54,99,81,56,50,65,robotics engineer,1040000
4003,57,91,77,62,66,71,finance director,1200000
4004,75,77,62,67,87,88,robotics engineer,960000
4005,62,55,52,51,66,62,robotics engineer,600000
4006,70,50,83,82,69,54,data scientist,680000
4007,83,65,98,86,89,67,robotics engineer,880000
4008,68,60,50,54,63,71,data scientist,540000
4009,84,58,67,75,58,61,junior developer,160000
4010,72,56,88,57,88,51,economist,400000
4011,97,53,88,56,95,83,economist,430000
4012,85,66,70,55,96,71,developer,320000
4013,53,88,68,95,97,91,finance director,1260000
4014,99,66,84,92,58,57,developer,370000
4015,90,93,66,62,67,98,economist,420000
4016,57,84,67,81,92,54,junior developer,130000
4017,83,88,98,60,68,71,finance director,1460000
4018,59,57,74,59,80,95,junior developer,110000
4019,59,61,77,67,54,94,economist,390000
4020,89,60,56,57,60,72,junior developer,140000
4021,98,98,61,70,96,69,junior developer,190000
4022,70,73,81,53,95,50,developer,270000
4023,73,84,84,74,71,62,economist,400000
4024,76,80,62,83,52,72,economist,350000
4025,81,99,58,51,89,99,finance director,1380000
4026,78,74,81,74,75,80,senior developer,500000
4027,85,64,81,85,70,62,robotics engineer,1010000
4028,57,55,73,86,93,74,logistics manager,540000
4029,80,84,91,67,92,89,finance director,1490000
4030,59,60,85,73,98,67,economist,400000
4031,93,69,78,73,67,75,robotics engineer,910000
4032,50,89,52,79,58,88,robotics engineer,890000
4033,74,88,90,66,56,95,junior developer,190000
4034,91,74,94,61,68,68,economist,370000
4035,99,74,98,52,66,61,junior developer,160000
4036,94,59,84,98,81,81,logistics manager,560000
4037,62,93,86,80,68,76,robotics engineer,920000
4038,81,90,54,96,70,99,developer,390000
4039,92,92,63,58,67,51,finance director,1110000
4040,86,52,63,62,54,91,robotics engineer,660000
4041,56,62,65,95,71,82,finance director,1190000
4042,69,50,70,96,58,65,developer,270000
4043,58,81,52,81,51,56,senior developer,530000
4044,76,78,64,94,82,62,finance director,980000
4045,54,77,70,75,91,86,robotics engineer,1000000
4046,77,69,58,71,99,51,junior developer,130000
4047,94,98,80,96,51,82,robotics engineer,1050000
4048,95,66,61,73,85,83,junior developer,180000
4049,52,66,58,58,97,99,junior developer,140000
4050,96,85,51,98,88,58,finance director,1260000
4051,66,57,81,53,59,98,senior developer,410000
4052,56,94,91,73,93,83,robotics engineer,1020000
4053,64,92,55,81,83,85,senior developer,660000
4054,52,89,96,90,87,57,robotics engineer,920000
4055,67,59,89,71,96,88,junior developer,120000
4056,54,75,82,56,74,86,developer,280000
4057,66,63,88,51,56,55,senior developer,530000
4058,74,64,63,98,67,75,data scientist,700000
4059,85,81,59,76,63,61,data scientist,800000
4060,72,98,87,60,78,63,senior developer,660000
4061,95,73,86,62,91,74,economist,440000
4062,76,51,61,96,62,87,logistics manager,500000
4063,79,51,88,61,98,93,logistics manager,580000
4064,97,57,60,85,56,96,developer,330000
4065,59,95,94,80,83,64,finance director,1140000
4066,99,84,69,76,54,68,senior developer,530000
4067,74,90,93,96,95,64,developer,400000
4068,70,80,78,70,71,59,developer,360000
4069,72,78,76,57,96,92,robotics engineer,840000
4070,81,89,64,52,83,77,robotics engineer,940000
4071,84,78,57,54,97,70,finance director,980000
4072,77,77,96,55,95,73,data scientist,760000
4073,77,55,67,78,76,94,economist,380000
4074,56,86,89,78,68,87,logistics manager,500000
4075,50,91,61,71,96,64,data scientist,760000
4076,64,54,84,74,54,52,developer,210000
4077,89,82,74,66,80,82,economist,380000
4078,81,89,80,91,78,81,junior developer,170000
4079,90,50,70,86,70,65,data scientist,590000
4080,98,87,90,98,66,70,senior developer,730000
4081,87,76,97,52,77,59,junior developer,150000
4082,81,91,51,97,79,93,junior developer,200000
4083,83,67,96,50,82,74,logistics manager,550000
4084,76,99,63,68,79,74,senior developer,590000
4085,55,59,77,52,52,80,economist,310000
4086,83,66,79,99,88,63,junior developer,170000
4087,64,90,50,70,54,76,senior developer,620000
4088,84,78,68,90,78,83,economist,420000
4089,65,53,57,93,85,93,economist,370000
4090,89,82,91,96,85,72,finance director,1160000
4091,98,75,70,63,75,95,senior developer,590000
4092,52,52,52,66,50,96,logistics manager,440000
4093,63,67,97,77,78,89,developer,250000
4094,57,97,78,87,97,73,junior developer,150000
4095,73,83,66,55,57,52,junior developer,150000
4096,66,78,51,66,92,74,senior developer,530000
4097,70,70,80,82,97,72,data scientist,780000
4098,85,65,92,91,74,59,junior developer,140000
4099,72,69,67,82,82,73,logistics manager,590000
4100,55,67,71,89,50,67,data scientist,770000
4101,84,73,62,72,96,84,robotics engineer,1010000
4102,74,71,84,88,62,93,finance director,1250000
4103,80,77,62,73,82,75,junior developer,140000
4104,92,73,86,77,82,63,data scientist,810000
4105,51,96,64,60,96,50,junior developer,150000
4106,55,74,81,92,52,59,robotics engineer,950000
4107,56,52,68,60,90,91,finance director,1030000
4108,51,61,86,77,91,53,robotics engineer,790000
4109,77,86,74,95,97,79,economist,450000
4110,79,73,77,52,50,60,junior developer,180000
4111,63,67,78,74,97,56,junior developer,130000
4112,72,98,89,93,73,68,data scientist,870000
4113,94,91,93,75,78,58,robotics engineer,1010000
4114,50,77,54,52,73,62,logistics manager,400000
4115,77,52,74,59,61,99,senior developer,510000
4116,90,62,80,98,55,90,developer,330000
4117,51,91,69,78,61,52,senior developer,540000
4118,61,86,56,77,98,83,logistics manager,600000
4119,81,77,66,50,83,57,economist,410000
4120,82,95,99,72,56,88,junior developer,190000
4121,68,68,96,99,90,95,robotics engineer,1140000
4122,86,74,56,66,57,97,senior developer,540000
4123,85,75,61,88,84,90,economist,410000
4124,91,50,81,56,73,80,data scientist,590000
4125,88,75,80,71,61,80,data scientist,790000
4126,97,93,69,81,88,56,data scientist,910000
4127,97,50,98,73,80,80,data scientist,790000
4128,65,90,50,57,92,69,robotics engineer,810000
4129,67,94,51,77,79,62,finance director,930000
4130,96,91,74,74,70,72,developer,390000
4131,62,70,60,60,53,92,developer,270000
4132,97,74,95,55,65,68,economist,370000
4133,73,91,63,79,79,74,logistics manager,540000
4134,95,67,93,64,54,76,economist,400000
4135,87,87,80,84,57,91,senior developer,590000
4136,86,93,78,70,93,86,logistics manager,660000
4137,75,86,72,88,58,54,finance director,1200000
4138,86,50,66,91,73,94,developer,230000
4139,64,58,81,62,82,99,developer,230000
4140,77,83,84,95,80,85,robotics engineer,1020000
4141,73,98,71,73,84,74,data scientist,1000000
4142,80,85,94,94,52,54,senior developer,640000
4143,56,55,64,55,70,89,data scientist,670000
4144,78,69,83,74,68,50,developer,280000
4145,60,80,66,86,92,86,junior developer,140000
4146,70,66,70,61,83,76,data scientist,690000
4147,70,50,96,97,69,77,finance director,1250000
4148,75,53,87,59,73,78,robotics engineer,670000
4149,90,53,84,73,98,84,finance director,1140000
4150,89,83,74,65,71,78,robotics engineer,910000
4151,56,59,62,73,66,94,developer,260000
4152,67,53,59,76,61,65,data scientist,580000
4153,70,84,51,82,93,99,finance director,1250000
4154,63,88,53,55,66,66,robotics engineer,850000
4155,65,80,84,94,94,85,logistics manager,630000
4156,57,72,93,95,83,90,logistics manager,610000
4157,91,77,88,86,74,84,junior developer,180000
4158,99,58,92,65,99,56,finance director,1050000
4159,99,77,97,90,92,62,robotics engineer,1240000
4160,74,58,81,77,95,53,senior developer,550000
4161,63,63,96,61,82,67,logistics manager,490000
4162,90,82,91,71,61,64,robotics engineer,1040000
4163,96,50,94,82,83,57,economist,370000
4164,72,97,71,73,71,95,data scientist,910000
4165,63,92,83,69,59,70,robotics engineer,1100000
4166,96,73,75,83,71,89,economist,500000
4167,58,68,75,52,96,61,data scientist,610000
4168,79,50,72,54,86,78,developer,230000
4169,59,93,59,50,90,81,robotics engineer,750000
4170,76,71,95,98,93,53,junior developer,160000
4171,59,89,76,85,76,55,economist,350000
4172,80,60,92,58,57,85,developer,260000
4173,56,81,60,61,90,72,logistics manager,480000
4174,51,94,79,68,99,92,economist,400000
4175,92,73,83,92,64,83,senior developer,580000
4176,88,65,85,94,51,85,logistics manager,590000
4177,73,88,80,87,93,53,economist,340000
4178,58,77,65,58,99,70,logistics manager,470000
4179,92,51,97,99,93,58,senior developer,550000
4180,95,79,88,94,80,87,finance director,1420000
4181,67,65,86,69,98,92,senior developer,540000
4182,82,60,82,74,74,93,logistics manager,490000
4183,74,50,71,67,54,62,junior developer,130000
4184,82,87,57,89,74,71,economist,400000
4185,77,96,85,99,59,75,junior developer,190000
4186,83,52,82,94,57,90,developer,250000
4187,57,56,78,56,67,88,developer,220000
4188,82,97,90,64,96,55,economist,460000
4189,69,67,80,93,97,56,developer,270000
4190,63,52,77,55,88,86,economist,410000
4191,95,90,85,55,99,64,data scientist,1040000
4192,92,88,97,70,55,68,senior developer,590000
4193,73,99,94,78,71,83,senior developer,740000
4194,80,92,67,56,62,93,robotics engineer,920000
4195,63,52,84,56,73,55,developer,250000
4196,74,59,63,79,75,71,logistics manager,500000
4197,89,61,53,88,76,55,finance director,1120000
4198,75,94,64,99,85,63,logistics manager,570000
4199,98,57,93,68,65,71,robotics engineer,820000
4200,91,89,59,91,88,68,logistics manager,570000
4201,69,86,85,58,78,63,senior developer,600000
4202,59,71,77,85,66,96,junior developer,150000
4203,56,84,65,86,80,67,junior developer,130000
4204,71,62,69,77,82,96,junior developer,130000
4205,94,57,57,72,57,58,robotics engineer,810000
4206,50,92,96,55,62,87,junior developer,140000
4207,98,83,86,95,61,60,finance director,1080000
4208,70,89,97,62,81,52,data scientist,1000000
4209,72,93,58,77,61,95,economist,370000
4210,75,62,91,74,75,73,logistics manager,510000
4211,66,92,89,63,72,66,developer,310000
4212,85,69,74,68,81,90,economist,380000
4213,51,81,90,96,63,50,robotics engineer,1060000
4214,66,63,59,61,51,66,data scientist,720000
4215,67,71,56,57,88,89,finance director,1090000
4216,88,84,77,67,67,78,junior developer,170000
4217,86,76,69,75,76,76,junior developer,150000
4218,57,77,84,58,62,52,data scientist,680000
4219,66,65,72,99,58,81,junior developer,150000
4220,57,54,88,75,65,90,data scientist,680000
4221,61,99,55,75,85,82,logistics manager,480000
4222,51,52,96,92,67,94,logistics manager,550000
4223,80,91,98,95,60,86,developer,380000
4224,82,89,95,52,51,92,logistics manager,480000
4225,87,64,87,85,54,80,data scientist,840000
4226,68,67,81,54,56,92,economist,370000
4227,94,91,73,70,89,74,senior developer,540000
4228,58,75,76,80,77,90,logistics manager,600000
4229,89,87,94,73,55,65,robotics engineer,940000
4230,71,54,70,61,89,75,robotics engineer,840000
4231,86,90,52,99,73,75,senior developer,670000
4232,62,99,75,55,54,87,economist,330000
4233,68,58,81,52,75,54,robotics engineer,740000
4234,65,96,51,89,52,62,economist,290000
4235,56,77,55,96,80,71,economist,370000
4236,70,71,51,55,67,67,economist,380000
4237,85,66,71,93,95,53,junior developer,150000
4238,83,83,99,75,71,53,robotics engineer,1050000
4239,77,78,94,57,83,99,developer,330000
4240,89,62,53,74,58,79,finance director,960000
4241,72,89,74,89,97,92,developer,350000
4242,79,73,83,54,67,86,robotics engineer,910000
4243,69,52,94,73,88,76,data scientist,680000
4244,90,80,76,56,52,93,junior developer,170000
4245,60,74,87,74,74,69,senior developer,490000
4246,70,54,89,55,72,61,finance director,1030000
4247,63,86,93,57,95,79,logistics manager,620000
4248,54,68,93,72,71,79,robotics engineer,790000
4249,96,88,89,59,77,51,economist,420000
4250,74,63,87,91,97,96,junior developer,120000
4251,76,63,97,85,89,98,robotics engineer,980000
4252,67,92,90,64,95,90,logistics manager,560000
4253,62,56,71,57,64,77,robotics engineer,770000
4254,55,59,83,83,77,75,data scientist,570000
4255,85,53,93,85,82,63,junior developer,130000
4256,70,71,56,75,52,51,logistics manager,520000
4257,63,90,95,57,91,88,economist,410000
4258,97,62,68,83,99,55,robotics engineer,860000
4259,90,59,78,63,80,86,developer,320000
4260,84,53,86,99,85,54,developer,250000
4261,87,57,52,71,73,59,finance director,850000
4262,57,68,99,95,91,60,junior developer,130000
4263,62,66,86,62,95,92,robotics engineer,890000
4264,83,50,81,64,61,57,junior developer,140000
4265,63,66,66,91,84,69,logistics manager,590000
4266,88,82,86,61,71,65,economist,420000
4267,86,82,96,66,82,66,developer,300000
4268,91,98,64,52,83,68,economist,450000
4269,88,99,90,63,84,53,finance director,1170000
4270,60,59,58,79,66,93,data scientist,580000
4271,93,51,64,94,86,58,senior developer,510000
4272,87,90,83,90,96,58,finance director,1300000
4273,68,57,76,66,73,92,junior developer,140000
4274,80,85,76,74,55,63,logistics manager,610000
4275,94,89,62,54,60,61,senior developer,620000
4276,97,84,83,64,60,72,junior developer,210000
4277,78,73,99,80,60,74,data scientist,840000
4278,62,69,89,93,75,80,economist,380000
4279,59,50,88,75,52,68,senior developer,520000
4280,58,56,91,54,82,59,robotics engineer,660000
4281,67,96,56,80,51,84,logistics manager,500000
4282,57,88,84,83,55,51,junior developer,160000
4283,62,91,92,95,87,54,logistics manager,660000
4284,72,71,77,91,89,60,developer,320000
4285,50,75,76,84,50,88,finance director,1070000
4286,92,86,75,59,79,89,senior developer,550000
4287,83,86,56,65,72,85,economist,430000
4288,75,66,51,90,84,95,robotics engineer,880000
4289,74,97,80,75,59,85,data scientist,920000
4290,96,78,52,61,83,64,finance director,1130000
4291,92,90,64,93,97,79,data scientist,810000
4292,93,58,54,82,72,83,logistics manager,560000
4293,67,64,92,71,69,72,logistics manager,560000
4294,56,83,81,78,68,81,senior developer,640000
4295,63,89,81,74,54,89,logistics manager,500000
4296,70,93,90,93,59,63,data scientist,840000
4297,78,96,95,87,80,88,senior developer,610000
4298,50,80,58,62,71,96,logistics manager,480000
4299,86,78,83,60,87,95,logistics manager,560000
4300,84,80,65,57,54,77,senior developer,600000
4301,57,50,89,79,70,65,senior developer,500000
4302,67,85,98,51,98,76,logistics manager,560000
4303,73,64,81,79,99,94,robotics engineer,940000
4304,76,71,72,79,69,97,finance director,1330000
4305,70,54,81,71,84,75,robotics engineer,850000
4306,96,57,93,85,63,69,data scientist,650000
4307,59,87,50,96,67,50,junior developer,140000
4308,54,59,71,58,72,90,junior developer,120000
4309,69,94,88,72,86,60,senior developer,690000
